"","trinkgruppe","einkommensgruppe","altersgruppe","sex","beverage_type","avg_wert_pro_stdd_w","ci_low_wert_pro_stdd_w","ci_high_wert_pro_stdd_w","n_haushalte"
"28","risikoarm","mittel","35-59","Male","sprit",0.576804022747093,0.496783144858892,0.656824900635293,195
"29","risikoarm","mittel","35-59","Female","bier",0.586287368988029,0.553310667593361,0.619264070382698,490
"30","risikoarm","mittel","35-59","Female","wein",0.629857871192535,0.586467649770037,0.673248092615033,500
"31","risikoarm","mittel","35-59","Female","sprit",0.578530072917472,0.508853240714392,0.648206905120552,233
"32","risikoarm","mittel","60+","Male","bier",0.474835262936301,0.452335223302608,0.497335302569993,417
"33","risikoarm","mittel","60+","Male","wein",0.651653758391914,0.592081220833969,0.711226295949858,405
"34","risikoarm","mittel","60+","Male","sprit",0.483093210003854,0.441102719181953,0.525083700825755,238
"35","risikoarm","mittel","60+","Female","bier",0.481938078304786,0.456262835232133,0.507613321377439,444
"36","risikoarm","mittel","60+","Female","wein",0.647035558893829,0.59826012438346,0.695810993404198,517
"37","risikoarm","mittel","60+","Female","sprit",0.448554986891314,0.417512732460038,0.47959724132259,276
"38","risikoarm","hoch","18-34","Male","bier",0.665968512236114,0.621368491199077,0.710568533273151,371
"39","risikoarm","hoch","18-34","Male","wein",0.720991832988927,0.656438498667736,0.785545167310118,342
"40","risikoarm","hoch","18-34","Male","sprit",0.662451831759722,0.591584353075698,0.733319310443745,179
"41","risikoarm","hoch","18-34","Female","bier",0.664631467958709,0.620306261274274,0.708956674643144,365
"42","risikoarm","hoch","18-34","Female","wein",0.717366822906361,0.65040094736442,0.784332698448303,328
"43","risikoarm","hoch","18-34","Female","sprit",0.66412006155882,0.58948994818302,0.738750174934621,156
"44","risikoarm","hoch","35-59","Male","bier",0.60249266999758,0.579920279576963,0.625065060418196,1001
"45","risikoarm","hoch","35-59","Male","wein",0.725355795560996,0.691096239829294,0.759615351292698,984
"46","risikoarm","hoch","35-59","Male","sprit",0.679657288862882,0.630932076139447,0.728382501586317,507
"47","risikoarm","hoch","35-59","Female","bier",0.636824976322927,0.596695299901742,0.676954652744112,944
"48","risikoarm","hoch","35-59","Female","wein",0.716609802875267,0.684321819856903,0.74889778589363,1036
"49","risikoarm","hoch","35-59","Female","sprit",0.635429688592322,0.593077529420489,0.677781847764154,499
"50","risikoarm","hoch","60+","Male","bier",0.540704574647046,0.516044088210022,0.565365061084069,619
"51","risikoarm","hoch","60+","Male","wein",0.772225343877784,0.711043393508617,0.833407294246952,629
"52","risikoarm","hoch","60+","Male","sprit",0.540181907556065,0.500280826534535,0.580082988577595,321
"53","risikoarm","hoch","60+","Female","bier",0.543558700182866,0.518086303727421,0.569031096638311,532
"54","risikoarm","hoch","60+","Female","wein",0.774064393592891,0.715390304789976,0.832738482395807,597
"55","risikoarm","hoch","60+","Female","sprit",0.524282558854042,0.48500546358136,0.563559654126725,276
"56","riskant","niedrig","18-34","Male","bier",0.470589162824617,0.408417870717273,0.532760454931962,31
"57","riskant","niedrig","18-34","Male","wein",0.504352174900382,0.388441214783028,0.620263135017736,24
"58","riskant","niedrig","18-34","Male","sprit",0.612914633315593,0.460483866323564,0.765345400307622,22
"59","riskant","niedrig","18-34","Female","bier",0.550281923738263,0.467159441370059,0.633404406106467,47
"60","riskant","niedrig","18-34","Female","wein",0.437789075169482,0.371705291339361,0.503872858999603,51
"61","riskant","niedrig","18-34","Female","sprit",0.44416626911025,0.370308660197194,0.518023878023307,37
"62","riskant","niedrig","35-59","Male","bier",0.362022841069901,0.247543558106812,0.476502124032991,32
"63","riskant","niedrig","35-59","Male","wein",0.391021154368439,0.328457750449459,0.453584558287419,22
"64","riskant","niedrig","35-59","Male","sprit",0.415301712878548,0.285600611051545,0.545002814705552,19
"65","riskant","niedrig","35-59","Female","bier",0.355704859422928,0.311004974241361,0.400404744604495,41
"66","riskant","niedrig","35-59","Female","wein",0.41397515164242,0.350186419854049,0.477763883430792,43
"67","riskant","niedrig","35-59","Female","sprit",0.433722623435218,0.328951346362072,0.538493900508364,22
"68","riskant","niedrig","60+","Male","bier",0.331687881938645,0.301781324489119,0.361594439388171,50
"69","riskant","niedrig","60+","Male","wein",0.458953983040898,0.387143372264192,0.530764593817605,41
"70","riskant","niedrig","60+","Male","sprit",0.415173859810974,0.299508901849718,0.53083881777223,27
"71","riskant","niedrig","60+","Female","bier",0.378138304423808,0.304165011562186,0.452111597285429,54
"72","riskant","niedrig","60+","Female","wein",0.418322476727984,0.362966758479554,0.473678194976415,55
"73","riskant","niedrig","60+","Female","sprit",0.415294621123577,0.313622266337457,0.516966975909697,32
"74","riskant","mittel","18-34","Male","bier",0.53306779926099,0.43953476430709,0.626600834214889,52
"75","riskant","mittel","18-34","Male","wein",0.623673831677545,0.511644455492463,0.735703207862627,40
"76","riskant","mittel","18-34","Male","sprit",0.519359600842871,0.440910768284688,0.597808433401055,34
"77","riskant","mittel","18-34","Female","bier",0.535236297345681,0.450485894089837,0.619986700601525,86
"78","riskant","mittel","18-34","Female","wein",0.591060685309368,0.530862663392764,0.651258707225972,86
"79","riskant","mittel","18-34","Female","sprit",0.538231675733421,0.465090847980111,0.61137250348673,53
"80","riskant","mittel","35-59","Male","bier",0.434098992442885,0.385596762638314,0.482601222247455,102
"81","riskant","mittel","35-59","Male","wein",0.536035675481548,0.479749440751765,0.592321910211331,84
"82","riskant","mittel","35-59","Male","sprit",0.530061065637863,0.370521728952783,0.689600402322943,55
"83","riskant","mittel","35-59","Female","bier",0.43812054704073,0.396392781291097,0.479848312790362,130
"84","riskant","mittel","35-59","Female","wein",0.509269342554324,0.468830908056224,0.549707777052425,121
"85","riskant","mittel","35-59","Female","sprit",0.502245453134209,0.427471975939698,0.57701893032872,82
"86","riskant","mittel","60+","Male","bier",0.390925813806885,0.36725160123212,0.414600026381649,137
"87","riskant","mittel","60+","Male","wein",0.539150798806748,0.492060815235112,0.586240782378384,127
"88","riskant","mittel","60+","Male","sprit",0.417763165379841,0.381984703389411,0.453541627370271,99
"89","riskant","mittel","60+","Female","bier",0.405211491244676,0.375999629095294,0.434423353394058,125
"90","riskant","mittel","60+","Female","wein",0.563739107746026,0.510817612933768,0.616660602558283,127
"91","riskant","mittel","60+","Female","sprit",0.414100325422355,0.384577951187179,0.443622699657531,98
"92","riskant","hoch","18-34","Male","bier",0.497195696531974,0.435536073018079,0.558855320045869,105
"93","riskant","hoch","18-34","Male","wein",0.644529450542387,0.578560787421337,0.710498113663436,92
"94","riskant","hoch","18-34","Male","sprit",0.590608703512178,0.511423336907896,0.669794070116461,72
"95","riskant","hoch","18-34","Female","bier",0.486179902936338,0.44898560435137,0.523374201521307,124
"96","riskant","hoch","18-34","Female","wein",0.632181398894571,0.562473124845991,0.701889672943151,117
"97","riskant","hoch","18-34","Female","sprit",0.558792478780988,0.482971286594928,0.634613670967048,77
"98","riskant","hoch","35-59","Male","bier",0.46250748285225,0.432409559553697,0.492605406150803,244
"99","riskant","hoch","35-59","Male","wein",0.655491744455071,0.60711494903455,0.703868539875591,245
"100","riskant","hoch","35-59","Male","sprit",0.635912395167302,0.552547899865835,0.71927689046877,164
"101","riskant","hoch","35-59","Female","bier",0.474693596969414,0.448653867895228,0.500733326043599,339
"102","riskant","hoch","35-59","Female","wein",0.643293723895325,0.603846772318117,0.682740675472533,360
"103","riskant","hoch","35-59","Female","sprit",0.582763720367845,0.534248797883626,0.631278642852063,241
"104","riskant","hoch","60+","Male","bier",0.477197750100887,0.433675265956743,0.520720234245032,221
"105","riskant","hoch","60+","Male","wein",0.665494071660697,0.620673053084782,0.710315090236612,251
"106","riskant","hoch","60+","Male","sprit",0.521639644200225,0.462389528099244,0.580889760301206,167
"107","riskant","hoch","60+","Female","bier",0.496346011679397,0.444394705138922,0.548297318219872,176
"108","riskant","hoch","60+","Female","wein",0.669478663228106,0.623891658369053,0.715065668087158,210
"109","riskant","hoch","60+","Female","sprit",0.522447964302499,0.4574206826852,0.587475245919798,139
"110","hochriskant","niedrig","18-34","Male","bier",0.365619333968589,0.205477019476392,0.525761648460786,5
"111","hochriskant","niedrig","18-34","Male","wein",0.406592577846434,0.256226387243888,0.55695876844898,6
"112","hochriskant","niedrig","18-34","Male","sprit",0.42813219931262,0.268965376408684,0.587299022216555,3
"113","hochriskant","niedrig","18-34","Female","bier",0.471370674191636,0.314459506248172,0.6282818421351,9
"114","hochriskant","niedrig","18-34","Female","wein",0.524899691051702,0.326032742328926,0.723766639774478,8
"115","hochriskant","niedrig","18-34","Female","sprit",0.538195974080522,0.348379796313287,0.728012151847757,11
"116","hochriskant","niedrig","35-59","Male","bier",0.300987465717089,0.167170456657804,0.434804474776373,9
"117","hochriskant","niedrig","35-59","Male","wein",0.438121102783875,0.231872944918628,0.644369260649122,6
"118","hochriskant","niedrig","35-59","Male","sprit",0.419022268560491,0.290752598957202,0.54729193816378,6
"119","hochriskant","niedrig","35-59","Female","bier",0.327059098526739,0.260422145389467,0.39369605166401,7
"120","hochriskant","niedrig","35-59","Female","wein",0.300434754393941,0.212925854408759,0.387943654379122,8
"121","hochriskant","niedrig","35-59","Female","sprit",0.307997190689223,0.218604006445325,0.39739037493312,5
"122","hochriskant","niedrig","60+","Male","bier",0.380709511653045,0.244014249490313,0.517404773815778,8
"123","hochriskant","niedrig","60+","Male","wein",0.360233344141624,0.254054189345512,0.466412498937736,7
"124","hochriskant","niedrig","60+","Male","sprit",0.366922866124041,0.257603849231417,0.476241883016666,6
"125","hochriskant","niedrig","60+","Female","bier",0.333300270017083,NA,NA,1
"126","hochriskant","niedrig","60+","Female","wein",0.291174750215586,0.208381888020772,0.3739676124104,3
"127","hochriskant","niedrig","60+","Female","sprit",0.354966163292262,0.283114054025892,0.426818272558633,2
"128","hochriskant","mittel","18-34","Male","bier",0.457751519379681,0.3739203608466,0.541582677912762,11
"129","hochriskant","mittel","18-34","Male","wein",0.508934894131385,0.364326903103857,0.653542885158912,8
"130","hochriskant","mittel","18-34","Male","sprit",0.463896948221245,0.37042012692771,0.55737376951478,8
"131","hochriskant","mittel","18-34","Female","bier",0.416534588223269,0.330426811567852,0.502642364878685,11
"132","hochriskant","mittel","18-34","Female","wein",0.62796166439338,0.390913426631223,0.865009902155537,10
"133","hochriskant","mittel","18-34","Female","sprit",0.400596304358217,0.310478980459315,0.490713628257118,8
"134","hochriskant","mittel","35-59","Male","bier",0.337088663954109,0.297564705589135,0.376612622319084,20
"135","hochriskant","mittel","35-59","Male","wein",0.398317392449203,0.286564556018104,0.510070228880302,18
"136","hochriskant","mittel","35-59","Male","sprit",0.324563723180901,0.276235812213221,0.372891634148581,9
"137","hochriskant","mittel","35-59","Female","bier",0.428928835836924,0.316506996407138,0.54135067526671,18
"138","hochriskant","mittel","35-59","Female","wein",0.374292979802657,0.299031560197021,0.449554399408293,22
"139","hochriskant","mittel","35-59","Female","sprit",0.374295935087669,0.24199799423558,0.506593875939757,12
"140","hochriskant","mittel","60+","Male","bier",0.375011761327202,0.328423763331554,0.42159975932285,43
"141","hochriskant","mittel","60+","Male","wein",0.569209173328026,0.452220891034302,0.686197455621749,40
"142","hochriskant","mittel","60+","Male","sprit",0.457105933765515,0.395246927792716,0.518964939738313,37
"143","hochriskant","mittel","60+","Female","bier",0.334075406528079,0.269415929478294,0.398734883577864,22
"144","hochriskant","mittel","60+","Female","wein",0.592036524137478,0.440243042666627,0.743830005608328,20
"145","hochriskant","mittel","60+","Female","sprit",0.441840554456081,0.357122504027359,0.526558604884804,20
"146","hochriskant","hoch","18-34","Male","bier",0.441272281871156,0.370273728013098,0.512270835729214,19
"147","hochriskant","hoch","18-34","Male","wein",0.564561401975275,0.420058839593153,0.709063964357397,16
"148","hochriskant","hoch","18-34","Male","sprit",0.565878910959103,0.370936558407379,0.760821263510826,13
"149","hochriskant","hoch","18-34","Female","bier",0.647282523198193,0.264198840271849,1.03036620612454,14
"150","hochriskant","hoch","18-34","Female","wein",0.542470500283872,0.435111778857725,0.649829221710019,16
"151","hochriskant","hoch","18-34","Female","sprit",0.560191188799886,0.379084960493127,0.741297417106645,15
"152","hochriskant","hoch","35-59","Male","bier",0.410846061307245,0.340460437690469,0.481231684924021,33
"153","hochriskant","hoch","35-59","Male","wein",0.565119427886817,0.455220486084135,0.675018369689499,34
"154","hochriskant","hoch","35-59","Male","sprit",0.536528966714674,0.402128548128982,0.670929385300367,24
"155","hochriskant","hoch","35-59","Female","bier",0.410668572618203,0.312201551447577,0.50913559378883,21
"156","hochriskant","hoch","35-59","Female","wein",0.499004533893808,0.414223473151253,0.583785594636364,25
"157","hochriskant","hoch","35-59","Female","sprit",0.523357154063045,0.351228300535008,0.695486007591082,19
"158","hochriskant","hoch","60+","Male","bier",0.416688538381804,0.368825310626305,0.464551766137302,39
"159","hochriskant","hoch","60+","Male","wein",0.618258297280459,0.547460207963955,0.689056386596963,47
"160","hochriskant","hoch","60+","Male","sprit",0.640781279023863,0.518434460615865,0.763128097431861,30
"161","hochriskant","hoch","60+","Female","bier",0.460516481199901,0.374718689679057,0.546314272720746,26
"162","hochriskant","hoch","60+","Female","wein",0.54746074237266,0.486024412954076,0.608897071791244,39
"163","hochriskant","hoch","60+","Female","sprit",0.676528816631912,0.507123291193841,0.845934342069983,21
