"","trinkgruppe","einkommensgruppe","altersgruppe","sex","beverage_type","avg_wert_pro_stdd_w","ci_low_wert_pro_stdd_w","ci_high_wert_pro_stdd_w","n_haushalte"
"21","risikoarm","niedrig","35-59","Female","sprit",0.463134946250752,0.401027803113117,0.525242089388386,77
"22","risikoarm","niedrig","60+","Male","bier",0.42789557298185,0.383929098783833,0.471862047179867,178
"23","risikoarm","niedrig","60+","Male","wein",0.549429189622711,0.502236386070803,0.596621993174618,145
"24","risikoarm","niedrig","60+","Male","sprit",0.524824437556269,0.420668717716871,0.628980157395666,82
"25","risikoarm","niedrig","60+","Female","bier",0.485914185612565,0.423761590786032,0.548066780439099,168
"26","risikoarm","niedrig","60+","Female","wein",0.563269511723374,0.520008795147172,0.606530228299576,209
"27","risikoarm","niedrig","60+","Female","sprit",0.539269812876343,0.417681025092669,0.660858600660017,101
"28","risikoarm","mittel","18-34","Male","bier",0.628784756049709,0.579737030494295,0.677832481605122,256
"29","risikoarm","mittel","18-34","Male","wein",0.659945885130037,0.596397786942714,0.723493983317361,221
"30","risikoarm","mittel","18-34","Male","sprit",0.555101082335932,0.496739012804246,0.613463151867618,128
"31","risikoarm","mittel","18-34","Female","bier",0.712870101356098,0.642309225184893,0.783430977527302,227
"32","risikoarm","mittel","18-34","Female","wein",0.635905408730838,0.571758348913535,0.70005246854814,236
"33","risikoarm","mittel","18-34","Female","sprit",0.58870045064845,0.492308679301402,0.685092221995497,89
"34","risikoarm","mittel","35-59","Male","bier",0.547926227330333,0.51343463663215,0.582417818028515,430
"35","risikoarm","mittel","35-59","Male","wein",0.630934039611358,0.57732788527604,0.684540193946676,369
"36","risikoarm","mittel","35-59","Male","sprit",0.576804022747093,0.496783144858892,0.656824900635293,195
"37","risikoarm","mittel","35-59","Female","bier",0.586287368988029,0.553310667593361,0.619264070382698,490
"38","risikoarm","mittel","35-59","Female","wein",0.629857871192535,0.586467649770037,0.673248092615033,500
"39","risikoarm","mittel","35-59","Female","sprit",0.578530072917472,0.508853240714392,0.648206905120552,233
"40","risikoarm","mittel","60+","Male","bier",0.474835262936301,0.452335223302608,0.497335302569993,417
"41","risikoarm","mittel","60+","Male","wein",0.651653758391914,0.592081220833969,0.711226295949858,405
"42","risikoarm","mittel","60+","Male","sprit",0.483093210003854,0.441102719181953,0.525083700825755,238
"43","risikoarm","mittel","60+","Female","bier",0.481938078304786,0.456262835232133,0.507613321377439,444
"44","risikoarm","mittel","60+","Female","wein",0.647035558893829,0.59826012438346,0.695810993404198,517
"45","risikoarm","mittel","60+","Female","sprit",0.448554986891314,0.417512732460038,0.47959724132259,276
"46","risikoarm","hoch","18-34","Male","bier",0.665968512236114,0.621368491199077,0.710568533273151,371
"47","risikoarm","hoch","18-34","Male","wein",0.720991832988927,0.656438498667736,0.785545167310118,342
"48","risikoarm","hoch","18-34","Male","sprit",0.662451831759722,0.591584353075698,0.733319310443745,179
"49","risikoarm","hoch","18-34","Female","bier",0.664631467958709,0.620306261274274,0.708956674643144,365
"50","risikoarm","hoch","18-34","Female","wein",0.717366822906361,0.65040094736442,0.784332698448303,328
"51","risikoarm","hoch","18-34","Female","sprit",0.66412006155882,0.58948994818302,0.738750174934621,156
"52","risikoarm","hoch","35-59","Male","bier",0.60249266999758,0.579920279576963,0.625065060418196,1001
"53","risikoarm","hoch","35-59","Male","wein",0.725355795560996,0.691096239829294,0.759615351292698,984
"54","risikoarm","hoch","35-59","Male","sprit",0.679657288862882,0.630932076139447,0.728382501586317,507
"55","risikoarm","hoch","35-59","Female","bier",0.636824976322927,0.596695299901742,0.676954652744112,944
"56","risikoarm","hoch","35-59","Female","wein",0.716609802875267,0.684321819856903,0.74889778589363,1036
"57","risikoarm","hoch","35-59","Female","sprit",0.635429688592322,0.593077529420489,0.677781847764154,499
"58","risikoarm","hoch","60+","Male","bier",0.540704574647046,0.516044088210022,0.565365061084069,619
"59","risikoarm","hoch","60+","Male","wein",0.772225343877784,0.711043393508617,0.833407294246952,629
"60","risikoarm","hoch","60+","Male","sprit",0.540181907556065,0.500280826534535,0.580082988577595,321
"61","risikoarm","hoch","60+","Female","bier",0.543558700182866,0.518086303727421,0.569031096638311,532
"62","risikoarm","hoch","60+","Female","wein",0.774064393592891,0.715390304789976,0.832738482395807,597
"63","risikoarm","hoch","60+","Female","sprit",0.524282558854042,0.48500546358136,0.563559654126725,276
"64","riskant","niedrig","18-34","Male","bier",0.470589162824617,0.408417870717273,0.532760454931962,31
"65","riskant","niedrig","18-34","Male","wein",0.504352174900382,0.388441214783028,0.620263135017736,24
"66","riskant","niedrig","18-34","Male","sprit",0.612914633315593,0.460483866323564,0.765345400307622,22
"67","riskant","niedrig","18-34","Female","bier",0.550281923738263,0.467159441370059,0.633404406106467,47
"68","riskant","niedrig","18-34","Female","wein",0.437789075169482,0.371705291339361,0.503872858999603,51
"69","riskant","niedrig","18-34","Female","sprit",0.44416626911025,0.370308660197194,0.518023878023307,37
"70","riskant","niedrig","35-59","Male","bier",0.362022841069901,0.247543558106812,0.476502124032991,32
"71","riskant","niedrig","35-59","Male","wein",0.391021154368439,0.328457750449459,0.453584558287419,22
"72","riskant","niedrig","35-59","Male","sprit",0.415301712878548,0.285600611051545,0.545002814705552,19
"73","riskant","niedrig","35-59","Female","bier",0.355704859422928,0.311004974241361,0.400404744604495,41
"74","riskant","niedrig","35-59","Female","wein",0.41397515164242,0.350186419854049,0.477763883430792,43
"75","riskant","niedrig","35-59","Female","sprit",0.433722623435218,0.328951346362072,0.538493900508364,22
"76","riskant","niedrig","60+","Male","bier",0.331687881938645,0.301781324489119,0.361594439388171,50
"77","riskant","niedrig","60+","Male","wein",0.458953983040898,0.387143372264192,0.530764593817605,41
"78","riskant","niedrig","60+","Male","sprit",0.415173859810974,0.299508901849718,0.53083881777223,27
"79","riskant","niedrig","60+","Female","bier",0.378138304423808,0.304165011562186,0.452111597285429,54
"80","riskant","niedrig","60+","Female","wein",0.418322476727984,0.362966758479554,0.473678194976415,55
"81","riskant","niedrig","60+","Female","sprit",0.415294621123577,0.313622266337457,0.516966975909697,32
"82","riskant","mittel","18-34","Male","bier",0.53306779926099,0.43953476430709,0.626600834214889,52
"83","riskant","mittel","18-34","Male","wein",0.623673831677545,0.511644455492463,0.735703207862627,40
"84","riskant","mittel","18-34","Male","sprit",0.519359600842871,0.440910768284688,0.597808433401055,34
"85","riskant","mittel","18-34","Female","bier",0.535236297345681,0.450485894089837,0.619986700601525,86
"86","riskant","mittel","18-34","Female","wein",0.591060685309368,0.530862663392764,0.651258707225972,86
"87","riskant","mittel","18-34","Female","sprit",0.538231675733421,0.465090847980111,0.61137250348673,53
"88","riskant","mittel","35-59","Male","bier",0.434098992442885,0.385596762638314,0.482601222247455,102
"89","riskant","mittel","35-59","Male","wein",0.536035675481548,0.479749440751765,0.592321910211331,84
"90","riskant","mittel","35-59","Male","sprit",0.530061065637863,0.370521728952783,0.689600402322943,55
"91","riskant","mittel","35-59","Female","bier",0.43812054704073,0.396392781291097,0.479848312790362,130
"92","riskant","mittel","35-59","Female","wein",0.509269342554324,0.468830908056224,0.549707777052425,121
"93","riskant","mittel","35-59","Female","sprit",0.502245453134209,0.427471975939698,0.57701893032872,82
"94","riskant","mittel","60+","Male","bier",0.390925813806885,0.36725160123212,0.414600026381649,137
"95","riskant","mittel","60+","Male","wein",0.539150798806748,0.492060815235112,0.586240782378384,127
"96","riskant","mittel","60+","Male","sprit",0.417763165379841,0.381984703389411,0.453541627370271,99
"97","riskant","mittel","60+","Female","bier",0.405211491244676,0.375999629095294,0.434423353394058,125
"98","riskant","mittel","60+","Female","wein",0.563739107746026,0.510817612933768,0.616660602558283,127
"99","riskant","mittel","60+","Female","sprit",0.414100325422355,0.384577951187179,0.443622699657531,98
"100","riskant","hoch","18-34","Male","bier",0.497195696531974,0.435536073018079,0.558855320045869,105
"101","riskant","hoch","18-34","Male","wein",0.644529450542387,0.578560787421337,0.710498113663436,92
"102","riskant","hoch","18-34","Male","sprit",0.590608703512178,0.511423336907896,0.669794070116461,72
"103","riskant","hoch","18-34","Female","bier",0.486179902936338,0.44898560435137,0.523374201521307,124
"104","riskant","hoch","18-34","Female","wein",0.632181398894571,0.562473124845991,0.701889672943151,117
"105","riskant","hoch","18-34","Female","sprit",0.558792478780988,0.482971286594928,0.634613670967048,77
"106","riskant","hoch","35-59","Male","bier",0.46250748285225,0.432409559553697,0.492605406150803,244
"107","riskant","hoch","35-59","Male","wein",0.655491744455071,0.60711494903455,0.703868539875591,245
"108","riskant","hoch","35-59","Male","sprit",0.635912395167302,0.552547899865835,0.71927689046877,164
"109","riskant","hoch","35-59","Female","bier",0.474693596969414,0.448653867895228,0.500733326043599,339
"110","riskant","hoch","35-59","Female","wein",0.643293723895325,0.603846772318117,0.682740675472533,360
"111","riskant","hoch","35-59","Female","sprit",0.582763720367845,0.534248797883626,0.631278642852063,241
"112","riskant","hoch","60+","Male","bier",0.477197750100887,0.433675265956743,0.520720234245032,221
"113","riskant","hoch","60+","Male","wein",0.665494071660697,0.620673053084782,0.710315090236612,251
"114","riskant","hoch","60+","Male","sprit",0.521639644200225,0.462389528099244,0.580889760301206,167
"115","riskant","hoch","60+","Female","bier",0.496346011679397,0.444394705138922,0.548297318219872,176
"116","riskant","hoch","60+","Female","wein",0.669478663228106,0.623891658369053,0.715065668087158,210
"117","riskant","hoch","60+","Female","sprit",0.522447964302499,0.4574206826852,0.587475245919798,139
"118","hochriskant","mittel","18-34","Male","bier",0.457751519379681,0.3739203608466,0.541582677912762,11
"119","hochriskant","mittel","18-34","Female","bier",0.416534588223269,0.330426811567852,0.502642364878685,11
"120","hochriskant","mittel","35-59","Male","bier",0.337088663954109,0.297564705589135,0.376612622319084,20
"121","hochriskant","mittel","35-59","Male","wein",0.398317392449203,0.286564556018104,0.510070228880302,18
"122","hochriskant","mittel","35-59","Female","bier",0.428928835836924,0.316506996407138,0.54135067526671,18
"123","hochriskant","mittel","35-59","Female","wein",0.374292979802657,0.299031560197021,0.449554399408293,22
"124","hochriskant","mittel","60+","Male","bier",0.375011761327202,0.328423763331554,0.42159975932285,43
"125","hochriskant","mittel","60+","Male","wein",0.569209173328026,0.452220891034302,0.686197455621749,40
"126","hochriskant","mittel","60+","Male","sprit",0.457105933765515,0.395246927792716,0.518964939738313,37
"127","hochriskant","mittel","60+","Female","bier",0.334075406528079,0.269415929478294,0.398734883577864,22
"128","hochriskant","mittel","60+","Female","wein",0.592036524137478,0.440243042666627,0.743830005608328,20
"129","hochriskant","mittel","60+","Female","sprit",0.441840554456081,0.357122504027359,0.526558604884804,20
"130","hochriskant","hoch","18-34","Male","bier",0.441272281871156,0.370273728013098,0.512270835729214,19
"131","hochriskant","hoch","18-34","Male","wein",0.564561401975275,0.420058839593153,0.709063964357397,16
"132","hochriskant","hoch","18-34","Male","sprit",0.565878910959103,0.370936558407379,0.760821263510826,13
"133","hochriskant","hoch","18-34","Female","bier",0.647282523198193,0.264198840271849,1.03036620612454,14
"134","hochriskant","hoch","18-34","Female","wein",0.542470500283872,0.435111778857725,0.649829221710019,16
"135","hochriskant","hoch","18-34","Female","sprit",0.560191188799886,0.379084960493127,0.741297417106645,15
"136","hochriskant","hoch","35-59","Male","bier",0.410846061307245,0.340460437690469,0.481231684924021,33
"137","hochriskant","hoch","35-59","Male","wein",0.565119427886817,0.455220486084135,0.675018369689499,34
"138","hochriskant","hoch","35-59","Male","sprit",0.536528966714674,0.402128548128982,0.670929385300367,24
"139","hochriskant","hoch","35-59","Female","bier",0.410668572618203,0.312201551447577,0.50913559378883,21
"140","hochriskant","hoch","35-59","Female","wein",0.499004533893808,0.414223473151253,0.583785594636364,25
"141","hochriskant","hoch","35-59","Female","sprit",0.523357154063045,0.351228300535008,0.695486007591082,19
"142","hochriskant","hoch","60+","Male","bier",0.416688538381804,0.368825310626305,0.464551766137302,39
"143","hochriskant","hoch","60+","Male","wein",0.618258297280459,0.547460207963955,0.689056386596963,47
"144","hochriskant","hoch","60+","Male","sprit",0.640781279023863,0.518434460615865,0.763128097431861,30
"145","hochriskant","hoch","60+","Female","bier",0.460516481199901,0.374718689679057,0.546314272720746,26
"146","hochriskant","hoch","60+","Female","wein",0.54746074237266,0.486024412954076,0.608897071791244,39
"147","hochriskant","hoch","60+","Female","sprit",0.676528816631912,0.507123291193841,0.845934342069983,21
"148","all","niedrig","all","all","misch",1.09309604881065,0.657834184317442,1.52835791330387,12
"149","all","mittel","all","all","misch",1.07564021337285,0.661922504451752,1.48935792229395,22
"150","all","hoch","all","all","misch",1.00563966792945,0.750147344904834,1.26113199095407,28
